;Unnamed: 0;mar_diminutif;prod_code;prdp_code;montant_ht_2023;montant_ht_2024;prod_designation
190;190;ContReg;CRS106;CRGVIS106;0.0;0.0;Vérification périodique des installations (telles que décrites dans le CCTP et son annexe) du Poste Nouvelle Cabine du Tunnel de la Porte d’Orléans A6a
191;191;ContReg;CRS107;CRGVIS107;0.0;0.0;Vérification périodique des installations (telles que décrites dans le CCTP et son annexe) du Poste Embouche du Tunnel de Bicêtre A6b
192;192;ContReg;CRS108;CRGVIS108;0.0;0.0;Vérification périodique des installations (telles que décrites dans le CCTP et son annexe) du Poste Blanche du Tunnel de Bicêtre A6b
193;193;ContReg;CRS109;CRGVIS109;0.0;0.0;Vérification périodique des installations (telles que décrites dans le CCTP et son annexe) du Poste Poterne du Tunnel d’Italie A6b
194;194;ContReg;CRS110;CRGVIS110;0.0;0.0;Vérification périodique des installations (telles que décrites dans le CCTP et son annexe) du Tunnel d’Orly
195;195;ContReg;CRS111;CRGVIS111;0.0;0.0;Vérification périodique des installations (telles que décrites dans le CCTP et son annexe) du PCTT d’Arcueil
196;196;ContReg;CRU101;CRGVIU101;0.0;0.0;﻿Vérification périodique pour l’installation d’un Poste de Livraison (PL)
197;197;ContReg;CRU102;CRGVIU102;0.0;0.0;Vérification périodique pour l’installation d’un Poste d’Interconnexion (PI)
198;198;ContReg;CRU103;CRGVIU103;0.0;0.0;Vérification périodique pour l’installation d’un Poste de Transformation (TR)
199;199;ContReg;CRU104;CRGVIU104;0.0;0.0;Vérification périodique pour l’installation du CRICR
200;200;ContReg;CRU201;CRGVIU201;0.0;0.0;Vérification périodique pour l’installation d’un Site Technique (ST)
201;201;ContReg;CRU202;CRGVIU202;0.0;0.0;Vérification périodique pour l’installation d’un Local de Concentration (LC)
202;202;ContReg;CRU203;CRGVIU203;0.0;0.0;Vérification périodique pour l’installation d’un Site de Concentration (SC)
203;203;Eclairage;ECPB01;ECLNPB001;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel Ambroise Paré
204;204;Eclairage;ECPB02;ECLNPB002;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Chennevières
205;205;Eclairage;ECPB03;ECLNPB003;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Fontenay
206;206;Eclairage;ECPB04;ECLNPB004;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Saint-Cloud
207;207;Eclairage;ECPB05;ECLNPB005;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Bellerive
208;208;Eclairage;ECPB10;ECLNEB010;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens tunnel du tunnel Ambroise Paré
209;209;Eclairage;ECPB12;ECLNEB012;8398.08;0.0;Nettoyage préventif ECLAIRAGE Pour un sens tunnel du tunnel de Chennevières
210;210;Eclairage;ECPB14;ECLNEB014;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens tunnel du tunnel de Fontenay
211;211;Eclairage;ECPB16;ECLNEB016;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel Saint-Cloud
212;212;Eclairage;ECPB20;ECLNEB020;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Bellerive
213;213;Eclairage;ECPB51;ECLRSB051;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Ambroise Paré
214;214;Eclairage;ECPB52;ECLRSB052;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Ambroise Paré
215;215;Eclairage;ECPB53;ECLRSB053;0.0;11629.42;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Ambroise Paré
216;216;Eclairage;ECPB54;ECLRSB054;12051.3;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Chennevières
217;217;Eclairage;ECPB55;ECLRSB055;7019.56;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Chennevières
218;218;Eclairage;ECPB56;ECLRSB056;0.0;11375.24;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Chennevières
219;219;Eclairage;ECPB57;ECLRSB057;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Fontenay
220;220;Eclairage;ECPB58;ECLRSB058;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Fontenay
221;221;Eclairage;ECPB59;ECLRSB059;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Fontenay
222;222;Eclairage;ECPB60;ECLRSB060;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Saint-Cloud   sens W (2 lisses d'éclairage BASE)
223;223;Eclairage;ECPB61;ECLRSB061;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Saint-Cloud   sens Y (1 lisse d'éclairage BASE)
224;224;Eclairage;ECPB62;ECLRSB062;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Saint-Cloud   sens W (2 lisses d'éclairage BASE)
225;225;Eclairage;ECPB63;ECLRSB063;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Saint-Cloud   sens Y (1 lisse d'éclairage BASE)
226;226;Eclairage;ECPB64;ECLRSB064;0.0;4448.41;Remplacement systématique des sources ECLAIRAGE RENFORT  Saint-Cloud   sens W
227;227;Eclairage;ECPB65;ECLRSB065;0.0;5083.9;Remplacement systématique des sources ECLAIRAGE RENFORT  Saint-Cloud   sens Y
228;228;Eclairage;ECPB66;ECLRSB066;0.0;18302.04;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Bellerive
229;229;Eclairage;ECPB67;ECLRSB067;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Bellerive
230;230;Eclairage;ECPB68;ECLRSB068;0.0;12392.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Bellerive
231;231;Eclairage;ECPE01;ECLNPE001;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Thiais
232;232;Eclairage;ECPE03;ECLNPE003;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Champigny
233;233;Eclairage;ECPE04;ECLNPE004;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Nogent
234;234;Eclairage;ECPE05;ECLNPE005;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Boissy
235;235;Eclairage;ECPE10;ECLNEE010;29223.84;29895.98;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Thiais
236;236;Eclairage;ECPE14;ECLNEE014;0.0;1978.18;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Champigny
237;237;Eclairage;ECPE16;ECLNEE016;40779.84;41717.78;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Nogent
238;238;Eclairage;ECPE18;ECLNEE018;6009.12;6147.32;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Boissy
239;239;Eclairage;ECPE50;ECLRSE050;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Thiais
240;240;Eclairage;ECPE54;ECLRSE054;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Thiais   sens I
241;241;Eclairage;ECPE56;ECLRSE056;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Thiais   sens I
242;242;Eclairage;ECPE58;ECLRSE058;0.0;28120.32;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Champigny
243;243;Eclairage;ECPE60;ECLRSE060;0.0;20589.82;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Champigny
244;244;Eclairage;ECPE61;ECLRSE061;0.0;18731.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Champigny
245;245;Eclairage;ECPE62;ECLRSE062;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Nogent
246;246;Eclairage;ECPE64;ECLRSE064;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Nogent
247;247;Eclairage;ECPE65;ECLRSE065;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Nogent
248;248;Eclairage;ECPE66;ECLRSE066;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Boissy
249;249;Eclairage;ECPE68;ECLRSE068;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Boissy
250;250;Eclairage;ECPE69;ECLRSE069;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Boissy
251;251;Eclairage;ECPN01;ECLNPN001;5583.78;5712.18;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Bobigny
252;252;Eclairage;ECPN02;ECLNPN002;893.4000000000001;913.92;Nettoyage des Plots de jalonnement Pour un sens du tunnel  de Lumen Norton
253;253;Eclairage;ECPN04;ECLNPN004;893.4000000000001;913.92;Nettoyage des Plots de jalonnement Pour un sens du tunnel de La Courneuve
254;254;Eclairage;ECPN05;ECLNPN005;2978.0;4569.72;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Landy
255;255;Eclairage;ECPN06;ECLNPN006;893.4000000000001;913.92;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Taverny
256;256;Eclairage;ECPN10;ECLNEN010;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Bobigny
257;257;Eclairage;ECPN12;ECLNEN012;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Lumen Norton
258;258;Eclairage;ECPN16;ECLNEN016;6469.94;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de La Courneuve
259;259;Eclairage;ECPN18;ECLNEN018;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Landy
260;260;Eclairage;ECPN20;ECLNEN020;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Taverny
261;261;Eclairage;ECPN50;ECLRSN050;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Bobigny
262;262;Eclairage;ECPN51;ECLRSN051;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Bobigny
263;263;Eclairage;ECPN52;ECLRSN052;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de Bobigny
264;264;Eclairage;ECPN53;ECLRSN053;25927.92;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Lumen Norton
265;265;Eclairage;ECPN55;ECLRSN055;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Lumen Norton
266;266;Eclairage;ECPN57;ECLRSN057;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de Lumen Norton
267;267;Eclairage;ECPN59;ECLRSN059;0.0;0.0;Remplacement systématique des sources Eclairage Viaduc Pour un sens du tunnel de Lumen Norton
268;268;Eclairage;ECPN61;ECLRSN061;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de La Courneuve
269;269;Eclairage;ECPN62;ECLRSN062;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de La Courneuve
270;270;Eclairage;ECPN63;ECLRSN063;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de La Courneuve
271;271;Eclairage;ECPN64;ECLRSN064;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Landy
272;272;Eclairage;ECPN65;ECLRSN065;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Landy
273;273;Eclairage;ECPN66;ECLRSN066;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de Landy
274;274;Eclairage;ECPN67;ECLRSN067;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Taverny
275;275;Eclairage;ECPN68;ECLRSN068;10104.28;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Taverny
276;276;Eclairage;ECPN69;ECLRSN069;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de Taverny
277;277;Eclairage;ECPO01;ECLNPO001;0.0;0.0;Nettoyage des Plots de jalonnement La Défense   sens W & Bretelle  B3. B4 et B5
278;278;Eclairage;ECPO02;ECLNPO002;0.0;0.0;Nettoyage des Plots de jalonnement La Défense   sens Y Echangeur Nanterre   sens E  &  Bretelle B1
279;279;Eclairage;ECPO03;ECLNPO003;0.0;0.0;Nettoyage des Plots de jalonnement Nanterre Centre   sens E
280;280;Eclairage;ECPO04;ECLNPO004;0.0;0.0;Nettoyage des Plots de jalonnement Nanterre Centre   sens I & Bretelles B7 et B8
281;281;Eclairage;ECPO05;ECLNPO005;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Sévines
282;282;Eclairage;ECPO06;ECLNPO006;0.0;0.0;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Neuilly
283;283;Eclairage;ECPO10;ECLNEO010;0.0;0.0;Nettoyage préventif ECLAIRAGE La Défense   sens W & Bretelle  B3. B4 et B5
284;284;Eclairage;ECPO12;ECLNEO012;0.0;0.0;Nettoyage préventif ECLAIRAGE La Défense   sens Y Echangeur Nanterre   sens E  &  Bretelle B1
285;285;Eclairage;ECPO14;ECLNEO014;0.0;0.0;Nettoyage préventif ECLAIRAGE Nanterre Centre   sens E
286;286;Eclairage;ECPO16;ECLNEO016;0.0;0.0;Nettoyage préventif ECLAIRAGE Nanterre Centre   sens I & Bretelles B7 et B8
287;287;Eclairage;ECPO18;ECLNEO018;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Sévines
288;288;Eclairage;ECPO20;ECLNEO020;0.0;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Neuilly
289;289;Eclairage;ECPO50;ECLRSO050;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS La Défense   sens W & Bretelle  B3. B4 et B5
290;290;Eclairage;ECPO51;ECLRSO051;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS La Défense   sens Y Echangeur Nanterre   sens E  &  Bretelle B1
291;291;Eclairage;ECPO52;ECLRSO052;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR La Défense   sens W & Bretelle  B3. B4 et B5
292;292;Eclairage;ECPO53;ECLRSO053;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR La Défense   sens Y Echangeur Nanterre   sens E  &  Bretelle B1
293;293;Eclairage;ECPO54;ECLRSO054;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  La Défense   sens W & Bretelle  B3. B4 et B5
294;294;Eclairage;ECPO55;ECLRSO055;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  La Défense   sens Y Echangeur Nanterre   sens E  &  Bretelle B1
295;295;Eclairage;ECPO56;ECLRSO056;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Sévines
296;296;Eclairage;ECPO57;ECLRSO057;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Sévines
297;297;Eclairage;ECPO58;ECLRSO058;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Sévines
298;298;Eclairage;ECPO59;ECLRSO059;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Neuilly
299;299;Eclairage;ECPO60;ECLRSO060;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Neuilly
300;300;Eclairage;ECPO61;ECLRSO061;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Neuilly
301;301;Eclairage;ECPS01;ECLNPS001;2267.74;2335.5;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Bicêtre
302;302;Eclairage;ECPS02;ECLNPS002;0.0;1573.88;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Antony
303;303;Eclairage;ECPS03;ECLNPS003;1340.24;1380.28;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Orly
304;304;Eclairage;ECPS04;ECLNPS004;0.0;930.16;Nettoyage des Plots de jalonnement Pour un sens du tunnel de Fresnes
305;305;Eclairage;ECPS05;ECLNPS005;1360.66;1401.3;Nettoyage des Plots de jalonnement Pour un sens du tunnel  d Italie
306;306;Eclairage;ECPS10;ECLNES010;9961.92;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Bicêtre
307;307;Eclairage;ECPS12;ECLNES012;0.0;0.0;Nettoyage préventif ECLAIRAGE BASE Pour un sens du tunnel de Antony
308;308;Eclairage;ECPS14;ECLNES014;6739.2;0.0;Nettoyage préventif ECLAIRAGE BASE Pour un sens du tunnel de Orly
309;309;Eclairage;ECPS16;ECLNES016;0.0;0.0;Nettoyage préventif ECLAIRAGE BASE Pour un sens du tunnel de Fresnes
310;310;Eclairage;ECPS18;ECLNES018;2246.4;0.0;Nettoyage préventif ECLAIRAGE Pour un sens du tunnel d Italie
311;311;Eclairage;ECPS50;ECLRSS050;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Bicêtre
312;312;Eclairage;ECPS51;ECLRSS051;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Bicêtre
313;313;Eclairage;ECPS52;ECLRSS052;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de Bicêtre
314;314;Eclairage;ECPS53;ECLRSS053;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Antony
315;315;Eclairage;ECPS54;ECLRSS054;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Antony
316;316;Eclairage;ECPS55;ECLRSS055;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de Antony
317;317;Eclairage;ECPS56;ECLRSS056;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Orly
318;318;Eclairage;ECPS57;ECLRSS057;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de Orly
319;319;Eclairage;ECPS58;ECLRSS058;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Orly
320;320;Eclairage;ECPS59;ECLRSS059;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Fresnes
321;321;Eclairage;ECPS60;ECLRSS060;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Fresnes
322;322;Eclairage;ECPS61;ECLRSS061;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Fresnes
323;323;Eclairage;ECPS62;ECLRSS062;0.0;0.0;Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Italie
324;324;Eclairage;ECPS63;ECLRSS063;0.0;0.0;Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Italie
325;325;Eclairage;ECPS64;ECLRSS064;0.0;0.0;Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel de Italie
326;326;Eclairage;ECPT01;ECLMNE001;0.0;0.0;Mesure des grandeurs caractéristiques pour un canton
327;327;AEV;AEFB10;AEVEFB010;1407.4;1439.78;Essais fonctionnels Pour un sens du tunnel de Ambroise Paré
328;328;AEV;AEFB11;AEVEFB011;647.84;662.74;Essais fonctionnels Pour un sens du tunnel de Chennevières
329;329;AEV;AEFB12;AEVEFB012;0.0;743.62;Essais fonctionnels Pour un sens du tunnel de Fontenay
330;330;AEV;AEFB13;AEVEFB013;1464.44;1498.12;Essais fonctionnels Pour un sens du tunnel de Saint-Cloud
331;331;AEV;AEFB14;AEVEFB014;1435.92;1468.94;Essais fonctionnels Pour un sens du tunnel de Bellerive
332;332;AEV;AEFE10;AEVEFE010;0.0;0.0;Essais fonctionnels Pour un sens du tunnel de Thiais
333;333;AEV;AEFE12;AEVEFE012;0.0;0.0;Essais fonctionnels Pour un sens du tunnel de Champigny
334;334;AEV;AEFE14;AEVEFE014;0.0;0.0;Essais fonctionnels Pour un sens du tunnel de Nogent
335;335;AEV;AEFE16;AEVEFE016;0.0;0.0;Essais fonctionnels Pour un sens du tunnel de Boissy
336;336;AEV;AEFN10;AEVEFN010;4619.12;4803.88;Essais fonctionnels Pour un sens du tunnel de Bobigny
337;337;AEV;AEFN11;AEVEFN011;1453.8;1511.96;Essais fonctionnels Pour un sens du tunnel de Lumen Norton
338;338;AEV;AEFN12;AEVEFN012;1453.8;768.34;Essais fonctionnels Pour un sens du tunnel de La Courneuve
339;339;AEV;AEFN13;AEVEFN013;3745.48;3895.3;Essais fonctionnels Pour un sens du tunnel de Landy
340;340;AEV;AEFN14;AEVEFN014;1567.88;1630.6;Essais fonctionnels Pour un sens du tunnel de Taverny
341;341;AEV;AEFO10;AEVEFO010;1917.59;3923.38;Essais fonctionnels La Défense   sens W & Bretelle  B3, B4 et B5
342;342;AEV;AEFO11;AEVEFO011;2314.88;4736.24;Essais fonctionnels La Défense   sens Y Echangeur Nanterre   sens E  &  Bretelle B1
343;343;AEV;AEFO12;AEVEFO012;649.91;1329.72;Essais fonctionnels Nanterre Centre   sens E
344;344;AEV;AEFO13;AEVEFO013;1058.21;2165.1;Essais fonctionnels Nanterre Centre   sens I & Bretelles B7 et B8
345;345;AEV;AEFO14;AEVEFO014;755.42;1545.6;Essais fonctionnels Pour un sens du tunnel de Sévines
346;346;AEV;AEFO16;AEVEFO016;863.0;1765.68;Essais fonctionnels Pour un sens du tunnel de Neuilly
347;347;AEV;AEFS10;AEVEFS010;0.0;0.0;Essais fonctionnels Pour un sens du tunnel de Bicêtre
348;348;AEV;AEFS11;AEVEFS011;0.0;0.0;Essais fonctionnels Pour un sens tunnel de Antony
349;349;AEV;AEFS12;AEVEFS012;0.0;0.0;Essais fonctionnels Pour un sens du tunnel de Orly
350;350;AEV;AEFS13;AEVEFS013;0.0;0.0;Essais fonctionnels Pour un sens du tunnel de Fresnes
351;351;AEV;AEFS14;AEVEFS014;0.0;0.0;Essais fonctionnels Pour un sens du tunnel de Italie
352;352;AEV;AEPB10;AEVMPB010;4118.06;4212.78;Maintenance préventive AEV Pour un sens du tunnel de Ambroise Paré
353;353;AEV;AEPB11;AEVMPB011;1722.76;1762.38;Maintenance préventive AEV Pour un sens du tunnel de Chennevières
354;354;AEV;AEPB12;AEVMPB012;0.0;1485.0;Maintenance préventive AEV Pour un sens du tunnel de Fontenay
355;355;AEV;AEPB13;AEVMPB013;4857.74;4969.46;Maintenance préventive AEV Pour un sens du tunnel de Saint-Cloud
356;356;AEV;AEPB14;AEVMPB014;4274.98;4373.3;Maintenance préventive AEV Pour un sens du tunnel de Bellerive
357;357;AEV;AEPE20;AEVMPE020;11157.54;5642.2;Maintenance préventive AEV Pour un sens du tunnel de Thiais
358;358;AEV;AEPE22;AEVMPE022;4445.34;4445.34;Maintenance préventive AEV Pour un sens du tunnel de Champigny
359;359;AEV;AEPE24;AEVMPE024;5428.82;5553.68;Maintenance préventive AEV Pour un sens du tunnel de Nogent
360;360;AEV;AEPE26;AEVMPE026;4033.62;2039.74;Maintenance préventive AEV Pour un sens du tunnel de Boissy
361;361;AEV;AEPN20;AEVMPN020;7893.46;8075.0;Maintenance préventive AEV Pour un sens du tunnel de Bobigny
362;362;AEV;AEPN21;AEVMPN021;1481.56;1515.64;Maintenance préventive AEV Pour un sens du tunnel de Lumen Norton
363;363;AEV;AEPN22;AEVMPN022;1481.56;1515.64;Maintenance préventive AEV Pour un sens du tunnel de La Courneuve
364;364;AEV;AEPN23;AEVMPN023;6383.08;6529.9;Maintenance préventive AEV Pour un sens du tunnel de Landy
365;365;AEV;AEPN24;AEVMPN024;1737.72;1777.68;Maintenance préventive AEV Pour un sens du tunnel de Taverny
366;366;AEV;AEPO10;AEVMPO010;7010.72;14343.94;Maintenance préventive AEV La Défense   sens W & Bretelle  B3, B4 et B5
367;367;AEV;AEPO11;AEVMPO011;8798.61;18001.96;Maintenance préventive AEV La Défense   sens Y Echangeur Nanterre   sens E  &  Bretelle B1
368;368;AEV;AEPO12;AEVMPO012;1859.42;3804.38;Maintenance préventive AEV Nanterre Centre   sens E
369;369;AEV;AEPO13;AEVMPO013;3326.0;6805.0;Maintenance préventive AEV Nanterre Centre   sens I & Bretelles B7 et B8
370;370;AEV;AEPO14;AEVMPO014;2335.48;4778.4;Maintenance préventive AEV Pour un sens du tunnel de Sévines
371;371;AEV;AEPO16;AEVMPO016;1951.2;3992.16;Maintenance préventive AEV Pour un sens du tunnel de Neuilly
372;372;AEV;AEPS20;AEVMPS020;11672.1;12020.8;Maintenance préventive AEV Pour un sens du tunnel de Bicêtre
373;373;AEV;AEPS21;AEVMPS021;3133.92;6476.16;Maintenance préventive AEV Pour un sens tunnel de  Antony
374;374;AEV;AEPS22;AEVMPS022;4467.22;4600.68;Maintenance préventive AEV Pour un sens du tunnel de Orly
375;375;AEV;AEPS23;AEVMPS023;1369.28;2829.6;Maintenance préventive AEV Pour un sens du tunnel de Fresnes
376;376;AEV;AEPS24;AEVMPS024;4295.0;4423.32;Maintenance préventive AEV Pour un sens du tunnel de Italie
377;377;AEV;AEV08;AEVPLV008;0.0;1192.2;Plus value à la maintenance AEV pour la maintenance annuelle  de vérification de nuit des prises pompier pour un coffret pompier
378;378;Automates23;AUDI01;AUTPLV001;1109.75;16154.79;Plus Value aux prix de la présente liste pour exécution de prestations de nuit entre 22h et 06h
379;379;Automates;AU D 01;AUTPLV001;7779.1;0.0;Plus Value aux prix de la présente liste pour exécution de prestations de nuit entre 22h et 06h
380;380;Automates23;AUDI01;AUTPLV001;1109.75;16154.79;Plus Value aux prix de la présente liste pour exécution de prestations de nuit entre 22h et 06h
381;381;Automates23;AUPR01;AUTPAB001;0.0;276.47;Entretien préventif du tunnel NEUILLY ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD des locaux du tunnel conformément à la fiche n°3 du CCTP
382;382;Automates23;AUPR02;AUTPAR002;0.0;666.16;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de NEUILLY conformément à la fiche n°4 du CCTP
383;383;Automates23;AUPR03;AUTPAB003;0.0;903.0;Entretien préventif du tunnel LA DEFENSE ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD des locaux du tunnel conformément à la fiche n°3 du CCTP
